ensembl_gene_id,uniprotkb_canonical_ac,status,genename,brain
ENSMUSG00000023764,Q3UZY0-1,reviewed,"""Sfi1""",4.7329
ENSMUSG00000026317,Q9QUK3-1,reviewed,"""Cln8""",2.6215
ENSMUSG00000031922,Q8CEE0-1,reviewed,"""Cep57""",3.7017
ENSMUSG00000028826,Q7TQE6-1,reviewed,"""Maco1""",4.3918
ENSMUSG00000025504,Q99K30-1,reviewed,"""Eps8l2""",1.8731
ENSMUSG00000025505,Q9D3H0-1,reviewed,"""Tmem80""",4.7629
ENSMUSG00000028822,Q9CXL1-1,reviewed,"""Tmem50a""",5.9138
ENSMUSG00000028821,Q9D198-1,reviewed,"""Syf2""",5.0956
ENSMUSG00000034120,Q62093-1,reviewed,"""Srsf2""",6.7949
ENSMUSG00000034121,Q5SW45-1,reviewed,"""Mks1""",2.1818
ENSMUSG00000025508,P99027-1,reviewed,"""Rplp2""",7.9645
ENSMUSG00000025509,Q8BJ56-1,reviewed,"""Pnpla2""",3.7005
ENSMUSG00000021699,Q01063-1,reviewed,"""Pde4d""",4.1924
ENSMUSG00000056305,Q3TIX9-1,reviewed,"""Usp39""",3.7869
ENSMUSG00000021694,Q8CFD5-1,reviewed,"""Ercc8""",2.6149
ENSMUSG00000022412,Q8BGV8-1,reviewed,"""Mief1""",2.5868
ENSMUSG00000022415,O55100-1,reviewed,"""Syngr1""",7.0614
ENSMUSG00000022414,Q8CF89-1,reviewed,"""Tab1""",3.5459
ENSMUSG00000023832,Q8CAY6-1,reviewed,"""Acat2""",3.9281
ENSMUSG00000028803,Q8BGN5-1,reviewed,"""Nipal3""",4.4835
ENSMUSG00000034101,P30999-1,reviewed,"""Ctnnd1""",4.236
ENSMUSG00000036873,Q9CWU4-1,reviewed,,3.9743
ENSMUSG00000029322,Q9JI48-1,reviewed,"""Plac8""",0.9785
ENSMUSG00000046434,P49312-1,reviewed,"""Hnrnpa1""",6.4022
ENSMUSG00000024525,Q91UZ5-1,reviewed,"""Impa2""",1.3932
ENSMUSG00000052681,Q99JI6-1,reviewed,"""Rap1b""",5.0765
ENSMUSG00000052684,P05627-1,reviewed,"""Jun""",4.3525
ENSMUSG00000035529,Q80V63-1,reviewed,"""Prdm4""",3.2903
ENSMUSG00000027610,P51855-1,reviewed,"""Gss""",3.8295
ENSMUSG00000035299,O70583-1,reviewed,"""Mid1""",2.8847
ENSMUSG00000038803,Q99LX8-1,reviewed,"""Ost4""",5.8679
ENSMUSG00000035297,O88544-1,reviewed,"""Cops4""",5.1692
ENSMUSG00000038806,Q8K1J5-1,reviewed,"""Sde2""",3.0425
ENSMUSG00000035834,Q6NXY9-1,reviewed,"""Polr3g""",1.3727
ENSMUSG00000007415,Q920S3-1,reviewed,"""Gatad1""",4.8049
ENSMUSG00000020902,O09118-1,reviewed,"""Ntn1""",1.5993
ENSMUSG00000007411,Q03141-1,reviewed,"""Mark3""",4.5948
ENSMUSG00000033961,Q8C9M8-1,unreviewed,"""Zfp446""",2.3009
ENSMUSG00000002280,Q7TMW6-1,reviewed,"""Ciao3""",3.8773
ENSMUSG00000043866,Q8K0H5-1,reviewed,"""Taf10""",5.8656
ENSMUSG00000028318,Q8K202-1,reviewed,"""Polr1e""",2.7355
ENSMUSG00000002289,Q9Z1P8-1,reviewed,"""Angptl4""",0.4764
ENSMUSG00000026740,Q61712-1,reviewed,"""Dnajc1""",3.0188
ENSMUSG00000053128,Q8BUH7-1,reviewed,"""Rnf26""",3.4275
ENSMUSG00000068551,Q8JZL0-1,reviewed,"""Znf467""",4.2533
ENSMUSG00000026213,Q3TAA7-1,reviewed,"""Stk11ip""",4.059
ENSMUSG00000052837,P09450-1,reviewed,"""Junb""",4.3164
ENSMUSG00000020128,Q5SPW0-1,reviewed,"""Vps54""",3.5912
ENSMUSG00000020122,Q01279-1,reviewed,"""Egfr""",1.2554
ENSMUSG00000075327,Q3V3W4-1,unreviewed,"""Zbtb2""",1.8532
ENSMUSG00000020124,Q8R5H1-1,reviewed,"""Usp15""",4.0757
ENSMUSG00000020027,O35717-1,reviewed,"""Socs2""",3.4696
ENSMUSG00000020024,Q9D5R3-1,reviewed,"""Cep83""",3.0712
ENSMUSG00000020022,Q7TMF3-1,reviewed,"""Ndufa12""",6.6161
ENSMUSG00000020023,Q8R310-1,reviewed,"""Tmcc3""",3.5411
ENSMUSG00000020029,Q8R2U6-1,reviewed,"""Nudt4""",5.3024
ENSMUSG00000039050,Q8BX94-1,reviewed,"""Osbpl2""",4.4733
ENSMUSG00000017670,Q8BHL5-1,reviewed,"""Elmo2""",6.1377
ENSMUSG00000018541,Q9DBF7-1,reviewed,"""Cwc25""",2.8908
ENSMUSG00000017677,O54927-1,reviewed,"""Wsb1""",6.5459
ENSMUSG00000017679,Q9D3D0-1,reviewed,"""Ttpal""",4.3055
ENSMUSG00000021996,Q9R0P3-1,reviewed,"""Esd""",5.3994
ENSMUSG00000029311,Q9EQ06-1,reviewed,"""Hsd17b11""",4.1936
ENSMUSG00000021993,A6H611-1,reviewed,"""Mipep""",3.1562
ENSMUSG00000044345,Q7TQJ1-1,reviewed,"""Marveld1""",2.2331
ENSMUSG00000042198,Q8K2Q5-1,reviewed,"""Chchd7""",5.0958
ENSMUSG00000044340,Q8CHE4-1,reviewed,"""Phlpp1""",4.2115
ENSMUSG00000001150,Q9WUU9-1,reviewed,"""Mcm3ap""",3.3666
ENSMUSG00000001157,Q920G9-1,reviewed,"""Gmcl1""",3.5103
ENSMUSG00000001158,Q8K194-1,reviewed,"""Snrnp27""",4.7984
ENSMUSG00000059734,Q8K3J1-1,reviewed,"""Ndufs8""",6.4302
ENSMUSG00000010277,Q5SYL3-1,reviewed,"""Kiaa0100""",5.8321
ENSMUSG00000027698,Q8BLF1-1,reviewed,"""Nceh1""",4.6569
ENSMUSG00000048878,Q8R409-1,reviewed,"""Hexim1""",3.868
ENSMUSG00000033294,Q8BHY2-1,reviewed,"""Noc4l""",4.1106
ENSMUSG00000002820,Q8BGV9-1,reviewed,"""Atg4d""",3.5311
ENSMUSG00000032212,Q8CH25-1,reviewed,"""Sltm""",4.4158
ENSMUSG00000021417,Q9WUR2-1,reviewed,"""Eci2""",4.6824
ENSMUSG00000032216,P46935-1,reviewed,"""Nedd4""",6.5768
ENSMUSG00000032217,Q99ML9-1,reviewed,"""Rnf111""",3.521
ENSMUSG00000032215,Q99L28-1,reviewed,"""Rsl24d1""",4.7625
ENSMUSG00000090946,E9Q4T4-1,unreviewed,"""Ccdc71l""",1.9892
ENSMUSG00000037606,Q9ER64-1,reviewed,"""Osbpl5""",3.7583
ENSMUSG00000019143,Q99KK9-1,reviewed,"""Hars2""",4.8292
ENSMUSG00000046897,Q6NZQ6-1,reviewed,"""Znf740""",4.7969
ENSMUSG00000040268,Q8BUL6-1,reviewed,"""Plekha1""",6.0418
ENSMUSG00000040269,Q9CY16-1,reviewed,"""Mrps28""",3.6471
ENSMUSG00000033032,Q8BZI0-1,reviewed,"""Afap1l1""",2.8696
ENSMUSG00000084883,E9Q6B2-1,reviewed,"""Ccdc85c""",4.0945
ENSMUSG00000033039,Q8BGT6-1,reviewed,"""Micall1""",3.11
ENSMUSG00000024283,Q924H7-1,reviewed,"""Wac""",5.4721
ENSMUSG00000024927,Q04207-1,reviewed,"""Rela""",3.3849
ENSMUSG00000024926,Q8CHK4-1,reviewed,"""Kat5""",4.6884
ENSMUSG00000024925,Q9CQ18-1,reviewed,"""Rnaseh2c""",4.5308
ENSMUSG00000024259,Q9CQS4-1,reviewed,"""Slc25a46""",4.2086
ENSMUSG00000024258,Q9D7M8-1,reviewed,"""Polr2d""",4.338
ENSMUSG00000023224,P97290-1,reviewed,"""Serping1""",2.6047
ENSMUSG00000015749,P97822-1,reviewed,"""Anp32e""",5.72
ENSMUSG00000015748,Q922U1-1,reviewed,"""Prpf3""",4.0828
ENSMUSG00000015747,P97390-1,reviewed,"""Vps45""",3.9274
ENSMUSG00000015745,Q9JIY0-1,reviewed,"""Plekho1""",5.6433
ENSMUSG00000036442,Q9JJD0-1,reviewed,"""Thap11""",4.1839
ENSMUSG00000054823,Q6P2L6-1,reviewed,"""Nsd3""",3.9756
ENSMUSG00000037351,Q8R5C5-1,reviewed,"""Actr1b""",7.4268
ENSMUSG00000027552,Q61502-1,reviewed,"""E2f5""",2.8008
ENSMUSG00000037353,Q924L1-1,reviewed,"""Letmd1""",4.549
ENSMUSG00000027551,Q99KE8-1,reviewed,"""Zfp64""",2.7979
ENSMUSG00000066735,Q6TEK5-1,reviewed,"""Vkorc1l1""",3.973
ENSMUSG00000031521,Q64191-1,reviewed,"""Aga""",1.8967
ENSMUSG00000005103,O88342-1,reviewed,"""Wdr1""",6.1047
ENSMUSG00000031438,Q9D304-1,reviewed,"""Rnf128""",2.4999
ENSMUSG00000031529,Q6PFX9-1,reviewed,"""Tnks""",3.4455
ENSMUSG00000012609,Q8CHB8-1,reviewed,"""Ttll5""",3.7848
ENSMUSG00000026078,Q8BVF2-1,reviewed,"""Pdcl3""",4.0567
ENSMUSG00000030216,Q923D5-1,reviewed,"""Wbp11""",4.9052
ENSMUSG00000030213,Q7TT18-1,reviewed,"""Atf7ip""",3.8661
ENSMUSG00000069633,Q6P6M5-1,reviewed,"""Pex11g""",0.3361
ENSMUSG00000015357,Q9JHS4-1,reviewed,"""Clpx""",3.3305
ENSMUSG00000002949,O35857-1,reviewed,"""Timm44""",5.5241
ENSMUSG00000040481,A2A654-1,unreviewed,"""Bptf""",4.4582
ENSMUSG00000045867,O88843-1,reviewed,"""Cradd""",1.6848
ENSMUSG00000040488,Q8K4G1-1,reviewed,"""Ltbp4""",4.5106
ENSMUSG00000051306,B2RQC2-1,reviewed,"""Usp42""",2.482
ENSMUSG00000062300,P32507-1,reviewed,"""Nectin2""",1.5363
ENSMUSG00000051853,P61205-1,reviewed,"""Arf3""",8.2892
ENSMUSG00000031299,P35486-1,reviewed,"""Pdha1""",6.0587
ENSMUSG00000031295,Q8BWJ3-1,reviewed,"""Phka2""",3.8301
ENSMUSG00000022177,Q8BFT2-1,reviewed,"""Haus4""",1.2817
ENSMUSG00000022174,P61804-1,reviewed,"""Dad1""",6.4106
ENSMUSG00000022175,Q7TQH7-1,reviewed,"""Lrp10""",3.2506
ENSMUSG00000049516,Q68FG3-1,reviewed,"""Spty2d1""",2.0429
ENSMUSG00000047067,Q8BTR5-1,reviewed,"""Dusp28""",4.0939
ENSMUSG00000038028,Q8BZA9-1,reviewed,"""Tigar""",2.9364
ENSMUSG00000058706,Q149G0-1,reviewed,,2.5141
ENSMUSG00000038023,P15920-1,reviewed,"""Atp6v0a2""",4.3294
ENSMUSG00000028540,Q9CR25-1,reviewed,"""Dph2""",2.4576
ENSMUSG00000038025,Q9WTU0-1,reviewed,"""Phf2""",3.416
ENSMUSG00000038024,A6H8H2-1,reviewed,"""Dennd4c""",1.9633
ENSMUSG00000038121,Q8BGY7-1,reviewed,"""Fam210a""",2.2174
ENSMUSG00000039943,Q91UZ1-1,unreviewed,"""Plcb4""",4.6927
ENSMUSG00000014592,A2A891-1,reviewed,"""Camta1""",6.0106
ENSMUSG00000014599,P07141-1,reviewed,"""Csf1""",2.7133
ENSMUSG00000037366,Q8VDG7-1,reviewed,"""Pafah2""",2.1342
ENSMUSG00000022314,Q61550-1,reviewed,"""Rad21""",5.0043
ENSMUSG00000022312,Q91WK2-1,reviewed,"""Eif3h""",6.54
ENSMUSG00000038644,P52431-1,reviewed,"""Pold1""",2.7971
ENSMUSG00000047284,Q5NCX5-1,reviewed,"""Neurl4""",5.5987
ENSMUSG00000035198,P83887-1,reviewed,"""Tubg1""",3.6956
ENSMUSG00000035199,Q8R5J9-1,reviewed,"""Arl6ip5""",6.2192
ENSMUSG00000057229,Q9D7K5-1,reviewed,"""Dmac2""",5.0259
ENSMUSG00000069094,P70453-1,reviewed,"""Pde7a""",3.7408
ENSMUSG00000012296,Q9DCD5-1,reviewed,"""Tjap1""",3.5326
ENSMUSG00000048755,Q8R3F5-1,reviewed,"""Mcat""",3.0392
ENSMUSG00000025337,P70122-1,reviewed,"""Sbds""",5.3624
ENSMUSG00000025332,P41230-1,reviewed,"""Kdm5c""",3.9781
ENSMUSG00000046229,Q2M4I6-1,unreviewed,"""Scand1""",4.8078
ENSMUSG00000048307,Q8BTZ5-1,reviewed,"""Ankrd46""",5.9719
ENSMUSG00000006611,P70387-1,reviewed,"""Hfe""",1.4465
ENSMUSG00000089917,Q91YL3-1,reviewed,"""Uckl1""",5.8018
ENSMUSG00000028156,P63073-1,reviewed,"""Eif4e""",5.5658
ENSMUSG00000089911,P70187-1,reviewed,"""Mfsd14a""",4.2871
ENSMUSG00000016194,P50172-1,reviewed,"""Hsd11b1""",3.8054
ENSMUSG00000069899,Q5SSN7-1,reviewed,"""Sft2d1""",1.069
ENSMUSG00000028152,P62080-1,reviewed,"""Tspan5""",6.1431
ENSMUSG00000045752,Q9JHE7-1,reviewed,"""Tssc4""",4.8157
ENSMUSG00000034826,Q8BTS4-1,reviewed,"""Nup54""",3.6597
ENSMUSG00000028121,Q9QZK2-1,reviewed,"""Bcar3""",2.5704
ENSMUSG00000028127,P55096-1,reviewed,"""Abcd3""",4.0225
ENSMUSG00000028126,P70182-1,reviewed,"""Pip5k1a""",4.1827
ENSMUSG00000028124,O09172-1,reviewed,"""Gclm""",4.6814
ENSMUSG00000039294,Q3TYS2-1,reviewed,"""Cybc1""",3.671
ENSMUSG00000052763,G3X8R7-1,unreviewed,"""Zfp212""",2.3375
ENSMUSG00000037361,P59708-1,reviewed,"""Sf3b6""",5.0903
ENSMUSG00000045576,Q8K4P7-1,reviewed,"""St7l""",2.827
ENSMUSG00000051256,Q5XKN4-1,reviewed,"""Jagn1""",4.3777
ENSMUSG00000007880,A2BH40-1,reviewed,"""Arid1a""",4.5777
ENSMUSG00000018733,Q8VC48-1,reviewed,"""Pex12""",2.5869
ENSMUSG00000018042,Q9DCN2-1,reviewed,"""Cyb5r3""",4.7723
ENSMUSG00000018040,Q9D1C9-1,reviewed,"""Rrp7a""",5.7684
ENSMUSG00000050947,Q80ZD8-1,reviewed,"""Amigo1""",4.6064
ENSMUSG00000032178,Q9Z1X4-1,reviewed,"""Ilf3""",4.6592
ENSMUSG00000032177,O89084-1,reviewed,"""Pde4a""",5.1643
ENSMUSG00000032171,Q9QUR7-1,reviewed,"""Pin1""",3.9751
ENSMUSG00000026565,P25425-1,reviewed,"""Pou2f1""",2.0786
ENSMUSG00000045282,Q497J1-1,reviewed,"""Tmem86b""",3.4743
ENSMUSG00000036078,O55242-1,reviewed,"""Sigmar1""",4.8202
ENSMUSG00000038828,Q8BM55-1,reviewed,"""Tmem214""",4.9027
ENSMUSG00000002343,Q8BNU0-1,reviewed,"""Armc6""",4.4121
ENSMUSG00000002342,Q8VCA6-1,reviewed,"""Tmem161a""",5.248
ENSMUSG00000026566,Q3TEW6-1,reviewed,"""Mpzl1""",4.001
ENSMUSG00000002346,Q8R0Y8-1,reviewed,"""Slc25a42""",4.2735
ENSMUSG00000002345,Q9D6Y4-1,reviewed,"""Borcs8""",5.4725
ENSMUSG00000028423,B1AY10-1,reviewed,"""Nfx1""",5.388
ENSMUSG00000026568,Q9D023-1,reviewed,"""Mpc2""",6.062
ENSMUSG00000024006,Q91VJ4-1,reviewed,"""Stk38""",5.1701
ENSMUSG00000024007,Q9D0W5-1,reviewed,"""Ppil1""",3.2925
ENSMUSG00000024002,Q9ESU6-1,reviewed,"""Brd4""",4.0431
ENSMUSG00000044155,Q6ZWM4-1,reviewed,"""Lsm8""",4.2785
ENSMUSG00000028952,Q1H9T6-1,reviewed,"""Zbtb48""",3.3684
ENSMUSG00000022956,Q9DB20-1,reviewed,"""Atp5po""",7.3527
ENSMUSG00000022957,Q9Z0R4-1,reviewed,"""Itsn1""",5.3193
ENSMUSG00000022951,Q9JHG6-1,reviewed,"""Rcan1""",4.2091
ENSMUSG00000041057,Q6ZQL4-1,reviewed,"""Wdr43""",2.7563
ENSMUSG00000041506,Q91WM3-1,reviewed,"""Rrp9""",4.2878
ENSMUSG00000059689,Q80V23-1,reviewed,"""Znf32""",4.7341
ENSMUSG00000032633,Q8QZS3-1,reviewed,"""Flcn""",4.5686
ENSMUSG00000074247,Q9D9Z5-1,reviewed,"""Dda1""",5.6495
ENSMUSG00000037032,Q9QXJ1-1,reviewed,"""Apbb1""",7.18
ENSMUSG00000010047,O35632-1,reviewed,"""Hyal2""",2.1338
ENSMUSG00000010045,Q9WUH1-1,reviewed,"""Tmem115""",3.6974
ENSMUSG00000010048,Q9D8U0-1,unreviewed,"""Ifrd2""",2.6967
ENSMUSG00000027203,Q8VCG1-1,unreviewed,"""Dut""",3.2365
ENSMUSG00000020922,Q9D0R8-1,reviewed,"""Lsm12""",3.9584
ENSMUSG00000027201,Q8C854-4,reviewed,"""Myef2""",5.2668
ENSMUSG00000027207,Q68FH4-1,reviewed,"""Galk2""",3.2296
ENSMUSG00000020925,Q9CR29-1,reviewed,"""Ccdc43""",3.4265
ENSMUSG00000056941,Q8BG94-1,reviewed,"""Commd7""",3.7144
ENSMUSG00000030029,P70193-1,reviewed,"""Lrig1""",3.7557
ENSMUSG00000027067,Q08943-1,reviewed,"""Ssrp1""",5.6628
ENSMUSG00000027854,Q9CPR7-1,reviewed,"""Sike1""",3.921
ENSMUSG00000051154,Q63829-1,reviewed,"""Commd3""",5.893
ENSMUSG00000014748,Q62302-1,reviewed,"""Tex261""",4.4521
ENSMUSG00000045466,Q3UZY6-1,unreviewed,"""Zfp956""",3.5113
ENSMUSG00000063146,Q9Z0H8-1,reviewed,"""Clip2""",4.8242
ENSMUSG00000048076,P84078-1,reviewed,"""Arf1""",7.7836
ENSMUSG00000039501,Q8R151-1,reviewed,"""Znfx1""",3.7016
ENSMUSG00000000876,Q9JJW0-1,reviewed,"""Pxmp4""",2.9089
ENSMUSG00000031887,Q3U0V2-1,reviewed,"""Tradd""",2.2251
ENSMUSG00000031885,Q08024-1,reviewed,"""Cbfb""",3.2043
ENSMUSG00000006442,Q64674-1,reviewed,"""Srm""",5.1034
ENSMUSG00000031889,Q922R1-1,reviewed,,3.9607
ENSMUSG00000071662,P62488-1,reviewed,"""Polr2g""",6.1056
ENSMUSG00000071660,Q810A3-1,reviewed,"""Ttc9c""",3.7343
ENSMUSG00000040018,Q8BJ03-1,reviewed,"""Cox15""",3.1337
ENSMUSG00000031988,Q8C0E2-1,reviewed,"""Vps26b""",4.2256
ENSMUSG00000022641,Q8VBW5-1,reviewed,"""Bbx""",2.3869
ENSMUSG00000043284,Q8BK08-1,reviewed,"""Tmem11""",4.1825
ENSMUSG00000037443,Q8BMK0-1,reviewed,"""Cep85""",3.7196
ENSMUSG00000021326,Q62158-1,reviewed,"""Trim27""",3.5791
ENSMUSG00000022781,Q8CIN4-1,reviewed,"""Pak2""",3.1159
ENSMUSG00000071655,Q922Y1-1,reviewed,"""Ubxn1""",5.8104
ENSMUSG00000022789,Q8K1M6-1,reviewed,"""Dnm1l""",5.4823
ENSMUSG00000026335,P97467-1,reviewed,"""Pam""",5.5608
ENSMUSG00000003992,Q9CYZ8-1,reviewed,"""Ssbp2""",5.442
ENSMUSG00000057411,Q501J2-1,reviewed,"""Fam173a""",6.1391
ENSMUSG00000070953,Q8VCH5-1,reviewed,"""Rabepk""",4.2049
ENSMUSG00000026339,Q7TQK5-1,reviewed,"""Ccdc93""",2.9379
ENSMUSG00000034108,Q9WU84-1,reviewed,"""Ccs""",4.0676
ENSMUSG00000034109,Q8BXA1-1,reviewed,"""Golim4""",3.8241
ENSMUSG00000028800,O09106-1,reviewed,"""Hdac1""",4.3743
ENSMUSG00000025521,Q9CXT7-1,reviewed,"""Tmem192""",3.5902
ENSMUSG00000020519,Q5SQF8-1,reviewed,"""Sap30l""",3.8972
ENSMUSG00000017802,Q9CQV4-1,reviewed,"""Retreg3""",4.7764
ENSMUSG00000005936,Q8CDD8-1,reviewed,"""Kctd20""",4.4448
ENSMUSG00000022438,Q9ES46-1,reviewed,"""Parvb""",2.7744
ENSMUSG00000022433,Q9JMK2-1,reviewed,"""Csnk1e""",5.9995
ENSMUSG00000011958,O54940-1,reviewed,"""Bnip2""",4.4282
ENSMUSG00000029310,Q8BVU5-1,reviewed,"""Nudt9""",4.9941
ENSMUSG00000022437,Q8BGH2-1,reviewed,"""Samm50""",4.5432
ENSMUSG00000022436,P55194-1|P60487-1,reviewed|reviewed,"""Sh3bp1""|""Pdxp""",3.8033
ENSMUSG00000022434,Q91YN1-1,reviewed,"""Fam118a""",2.7505
ENSMUSG00000003199,Q3TV65-1,reviewed,"""Mpnd""",5.9242
ENSMUSG00000047547,Q6IRU5-1,reviewed,"""Cltb""",7.0853
ENSMUSG00000003190,Q9D3J3-1,unreviewed,"""Bcl2l12""",1.1404
ENSMUSG00000036854,Q5EBG6-1,reviewed,"""Hspb6""",2.2473
ENSMUSG00000036850,Q9CQN7-1,reviewed,"""Mrpl41""",5.7812
ENSMUSG00000025785,Q9D0M0-1,reviewed,"""Exosc7""",4.6431
ENSMUSG00000025786,Q8R173-1,reviewed,"""Zdhhc3""",4.8575
ENSMUSG00000025780,Q8BJD1-1,reviewed,"""Itih5""",2.483
ENSMUSG00000025781,Q91VR2-1,reviewed,"""Atp5f1c""",7.502
ENSMUSG00000025782,Q5HZG4-1,reviewed,"""Taf3""",2.3464
ENSMUSG00000007476,Q80WG5-1,reviewed,"""Lrrc8a""",4.4334
ENSMUSG00000037447,Q3U108-1,reviewed,"""Arid5a""",2.1869
ENSMUSG00000053310,P60761-1,reviewed,"""Nrgn""",8.745
ENSMUSG00000002111,P17433-1,reviewed,"""Spi1""",1.7048
ENSMUSG00000061393,P27040-1,reviewed,"""Acvr2b""",1.2002
ENSMUSG00000043421,Q9JLS0-1,reviewed,"""Hilpda""",2.0017
ENSMUSG00000049858,Q8R086-1,reviewed,"""Suox""",2.4847
ENSMUSG00000038822,Q3U0D9-1,reviewed,"""Hace1""",4.2599
ENSMUSG00000035505,Q8VC74-1,reviewed,"""Cox18""",3.8275
ENSMUSG00000035504,Q9JM62-1,reviewed,"""Reep6""",1.5216
ENSMUSG00000020495,Q8VE18-1,reviewed,"""Smg8""",2.2646
ENSMUSG00000024018,Q9D162-1,reviewed,"""Ccdc167""",3.6985
ENSMUSG00000033909,B1AQJ2-1,reviewed,"""Usp36""",3.5748
ENSMUSG00000034807,Q8K297-1,reviewed,"""Colgalt1""",4.7439
ENSMUSG00000018381,Q8BYZ1-1,reviewed,"""Abi3""",1.8998
ENSMUSG00000070327,E9Q555-1,reviewed,"""Rnf213""",1.5926
ENSMUSG00000018565,Q99L85-1,reviewed,"""Elp5""",5.5858
ENSMUSG00000022897,Q61214-1,reviewed,"""Dyrk1a""",4.2758
ENSMUSG00000035765,Q8CHY3-1,reviewed,"""Dym""",3.9904
ENSMUSG00000035764,Q8K3B1-1,reviewed,"""Fbxo45""",3.5425
ENSMUSG00000020149,P62821-1,reviewed,"""Rab1A""",6.5241
ENSMUSG00000025917,O35864-1,reviewed,"""Cops5""",5.1026
ENSMUSG00000079477,P51150-1,reviewed,"""Rab7a""",7.239
ENSMUSG00000020009,P15261-1,reviewed,"""Ifngr1""",3.135
ENSMUSG00000051977,Q96EQ9-1,reviewed,"""Prdm9""",1.1008
ENSMUSG00000020003,P97865-1,reviewed,"""Pex7""",3.7829
ENSMUSG00000018567,Q9DCD6-1,reviewed,"""Gabarap""",7.0662
ENSMUSG00000022890,P97450-1,reviewed,"""Atp5pf""",7.8494
ENSMUSG00000022893,P97857-1,reviewed,"""Adamts1""",1.8574
ENSMUSG00000022892,P12023-1,reviewed,"""App""",8.791
ENSMUSG00000043964,Q6P8G8-1,reviewed,"""Orai3""",3.1277
ENSMUSG00000039089,Q8BLB7-1,reviewed,"""L3mbtl3""",2.2748
ENSMUSG00000022898,O35075-1,reviewed,"""Dscr3""",4.3103
ENSMUSG00000001134,Q9WTZ0-1,reviewed,"""Uxt""",2.9094
ENSMUSG00000093593,H3BKJ1-1,unreviewed,"""Gm20683""",4.1539
ENSMUSG00000001138,Q32NY4-1,reviewed,"""Cnnm3""",3.8617
ENSMUSG00000051811,Q80ZN9-1,reviewed,"""Cox6b2""",3.2559
ENSMUSG00000002804,Q9D142-1,reviewed,"""Nudt14""",3.0833
ENSMUSG00000002803,Q8K2J9-1,reviewed,"""Btbd6""",4.5488
ENSMUSG00000058446,Q71FD5-1,reviewed,"""Znrf2""",2.1558
ENSMUSG00000058444,Q9WVS7-1,reviewed,"""Map2k5""",3.7238
ENSMUSG00000073982,P84096-1,reviewed,"""Rhog""",4.1646
ENSMUSG00000024493,Q8BMJ2-1,reviewed,"""Lars""",3.1149
ENSMUSG00000032231,P07356-1,reviewed,"""Anxa2""",3.1943
ENSMUSG00000024491,Q5SFM8-1,reviewed,"""Rbm27""",2.5706
ENSMUSG00000066894,D3YX43-1,reviewed,"""Vsig10""",0.214
ENSMUSG00000044768,Q8VEB3-1,reviewed,"""D1Ertd622e""",4.4695
ENSMUSG00000032238,P51448-1,reviewed,"""Rora""",3.4167
ENSMUSG00000032239,P97762-1,reviewed,"""rp9""",4.6281
ENSMUSG00000024498,Q8CGF7-1,reviewed,"""Tcerg1""",3.9753
ENSMUSG00000037622,Q80ZK9-1,reviewed,"""Wdtc1""",4.3546
ENSMUSG00000040242,Q9CRA9-1,reviewed,"""Fgfr1op2""",5.1806
ENSMUSG00000040247,Q8C9V1-1,reviewed,"""Tbc1d10c""",0.2225
ENSMUSG00000036534,Q8BWH0-1,reviewed,"""Slc38a7""",3.6715
ENSMUSG00000050148,Q9QZM0-1,reviewed,"""Ubqln2""",5.8529
ENSMUSG00000024273,Q5XFZ0-1,reviewed,,3.6588
ENSMUSG00000024271,Q91WG4-1,reviewed,"""Elp2""",5.2451
ENSMUSG00000024277,Q8R001-1,reviewed,"""Mapre2""",6.2968
ENSMUSG00000050144,Q8BGF9-1,reviewed,"""Slc25a44""",4.6847
ENSMUSG00000038871,P15327-1,reviewed,"""Bpgm""",5.0423
ENSMUSG00000023206,Q60819-1,reviewed,"""Il15ra""",2.6276
ENSMUSG00000062526,Q80XL7-1,reviewed,"""Mppe1""",2.4326
ENSMUSG00000071054,D3YXK2-1,reviewed,"""Safb""",6.1348
ENSMUSG00000054808,P57780-1,reviewed,"""Actn4""",6.19
ENSMUSG00000030157,Q91V08-1,reviewed,"""Clec2d""",2.2718
ENSMUSG00000059316,Q91VE0-1,reviewed,"""Slc27a4""",4.7908
ENSMUSG00000062210,Q921Z5-1,reviewed,"""Tnfaip8""",2.8599
ENSMUSG00000056665,Q80ZW2-1,reviewed,"""Them6""",4.9014
ENSMUSG00000041263,Q8BG26-1,reviewed,"""Rusc1""",5.8445
ENSMUSG00000005698,Q61164-1,reviewed,"""Ctcf""",4.3728
ENSMUSG00000005699,Q9Z101-1,reviewed,"""Pard6a""",4.3807
ENSMUSG00000031502,P02463-1,reviewed,"""Col4a1""",3.1129
ENSMUSG00000005161,Q61171-1,reviewed,"""Prdx2""",7.0435
ENSMUSG00000049287,Q8CAK1-1,reviewed,"""Iba57""",1.3782
ENSMUSG00000066306,E9Q7G0-1,reviewed,"""Numa1""",4.6467
ENSMUSG00000038593,Q8BZ64-1,reviewed,"""Tctn1""",3.7337
ENSMUSG00000060601,Q60644-1,reviewed,"""Nr1h2""",5.2784
ENSMUSG00000030279,Q7TPS5-1,reviewed,"""C2cd5""",4.5703
ENSMUSG00000030275,Q9D4V0-1,reviewed,"""Etnk1""",6.1192
ENSMUSG00000030272,Q91YS8-1,reviewed,"""Camk1""",5.6428
ENSMUSG00000030271,O08760-1,reviewed,"""Ogg1""",2.2257
ENSMUSG00000071657,Q9Z2E9-1,reviewed,"""Bscl2""",5.7911
